120	60
10000
0	63	27	9
1	27	24	19
2	17	20	6
3	71	41	20
4	40	39	18
5	0	59	14
6	15	51	3
7	16	25	16
8	115	18	11
9	25	41	4
10	80	23	3
11	65	46	17
12	57	24	14
13	3	10	8
14	105	5	1
15	53	10	15
16	105	45	5
17	8	56	7
18	100	60	10
19	103	44	6
20	81	29	4
21	77	11	17
22	96	27	7
23	96	19	4
24	113	52	10
25	30	21	18
26	80	44	6
27	118	57	5
28	105	56	4
29	10	14	12
30	35	28	6
31	1	10	2
32	119	43	2
33	11	26	19
34	22	1	16
35	102	7	18
36	11	47	3
37	36	46	4
38	72	32	18
39	114	25	15
40	7	7	11
41	41	1	7
42	103	54	13
43	6	12	13
44	87	5	11
45	27	38	11
46	33	6	9
47	57	13	20
48	79	59	2
49	49	18	17
50	9	58	10
51	11	29	7
52	73	2	1
53	48	4	2
54	64	57	13
55	113	30	15
56	45	4	19
57	0	26	8
58	37	31	20
59	20	19	10
60	110	2	20
61	102	11	17
62	28	56	2
63	7	60	1
64	112	51	19
65	2	28	17
66	22	1	8
67	2	16	10
68	99	3	15
69	55	50	19
70	73	3	2
71	11	54	2
72	2	19	8
73	88	17	14
74	4	58	10
75	20	25	20
76	41	18	5
77	12	48	9
78	109	6	20
79	81	13	15
80	8	28	7
81	109	49	4
82	96	47	20
83	42	22	12
84	84	43	9
85	106	48	14
86	70	2	14
87	83	38	7
88	25	56	8
89	53	31	2
90	99	45	16
91	120	39	11
92	8	23	3
93	33	59	6
94	114	26	11
95	89	35	17
96	23	54	12
97	59	23	5
98	78	24	16
99	89	58	7
100	89	54	2
101	30	19	1
102	12	5	17
103	70	38	19
104	80	10	18
105	47	41	17
106	112	38	7
107	74	17	11
108	98	28	10
109	82	18	11
110	18	4	14
111	34	13	11
112	29	35	19
113	99	59	16
114	107	46	6
115	75	41	9
116	49	29	10
117	101	15	10
118	103	38	19
119	111	34	4
120	27	35	7
121	42	24	7
122	93	42	3
123	9	53	16
124	96	57	9
125	74	20	10
126	32	38	5
127	55	45	8
128	81	1	3
129	67	60	14
130	103	29	11
131	97	32	7
132	50	21	10
133	35	9	13
134	91	32	9
135	88	39	12
136	14	10	18
137	101	50	14
138	30	52	14
139	82	46	6
140	9	53	13
141	69	16	8
142	56	8	1
143	28	9	15
144	117	18	13
145	36	21	3
146	12	0	1
147	36	45	17
148	118	53	16
149	90	2	3
150	94	47	2
151	98	44	3
152	82	16	14
153	81	7	15
154	103	8	15
155	66	19	14
156	13	60	8
157	39	47	7
158	15	31	16
159	27	8	7
160	80	44	17
161	97	44	17
162	55	42	16
163	34	1	13
164	69	50	12
165	11	40	4
166	68	12	8
167	74	39	15
168	10	51	17
169	27	40	19
170	116	54	15
171	108	24	1
172	9	29	19
173	120	16	6
174	46	1	8
175	86	60	6
176	4	36	2
177	116	51	19
178	65	30	15
179	31	29	17
180	74	48	14
181	76	15	11
182	47	37	4
183	69	9	16
184	102	59	3
185	39	17	3
186	97	22	17
187	80	12	17
188	27	40	20
189	104	11	10
190	98	59	5
191	120	45	15
192	88	16	2
193	56	16	15
194	58	42	18
195	106	28	14
196	88	14	14
197	43	11	18
198	16	5	11
199	18	45	9
200	76	50	4
201	95	17	17
202	63	28	8
203	20	54	20
204	116	52	10
205	5	24	4
206	75	30	17
207	0	46	14
208	106	2	12
209	96	50	19
210	63	40	11
211	51	16	12
212	46	58	5
213	6	21	13
214	120	34	11
215	39	39	19
216	44	53	14
217	20	38	9
218	80	5	8
219	9	55	14
220	62	20	16
221	35	20	10
222	20	39	3
223	74	36	4
224	42	25	12
225	14	51	3
226	95	22	12
227	42	15	12
228	19	40	4
229	73	43	6
230	11	8	19
231	30	47	9
232	14	55	8
233	118	1	1
234	59	0	2
235	76	48	16
236	84	44	16
237	67	22	17
238	27	30	16
239	68	7	2
240	77	5	4
241	26	3	4
242	88	17	6
243	8	49	2
244	35	59	15
245	47	21	16
246	25	37	15
247	71	42	5
248	26	14	14
249	91	15	1
250	65	44	19
251	41	1	3
252	55	30	14
253	5	47	4
254	29	28	11
255	17	2	14
256	45	21	9
257	56	45	10
258	2	32	9
259	54	24	1
260	43	3	9
261	101	36	5
262	109	52	7
263	82	47	5
264	106	21	7
265	2	37	7
266	26	19	20
267	52	17	13
268	88	51	10
269	9	31	3
270	5	25	8
271	62	40	20
272	54	16	8
273	11	33	16
274	31	20	5
275	91	36	2
276	85	44	14
277	71	15	2
278	28	1	2
279	105	10	20
280	29	0	16
281	49	17	19
282	23	4	3
283	100	49	11
284	43	22	20
285	93	11	10
286	117	22	13
287	10	12	9
288	11	32	20
289	2	52	2
290	36	36	18
291	99	48	18
292	19	4	5
293	89	19	9
294	27	20	3
295	91	30	17
296	11	23	6
297	117	21	20
298	99	41	13
299	44	13	14
300	115	31	17
301	44	0	9
302	44	21	14
303	80	55	6
304	11	11	12
305	53	36	18
306	22	45	8
307	67	23	15
308	17	45	1
309	20	55	7
310	93	2	9
311	83	11	9
312	10	39	5
313	48	29	1
314	87	32	9
315	49	14	18
316	59	45	13
317	113	24	13
318	101	32	11
319	64	36	14
320	6	30	8
321	83	48	18
322	63	19	13
323	86	10	17
324	31	38	11
325	15	8	8
326	38	8	14
327	113	6	18
328	25	24	18
329	25	40	8
330	37	11	5
331	85	31	2
332	4	37	2
333	47	57	8
334	116	23	15
335	100	7	16
336	52	49	16
337	58	10	17
338	32	39	2
339	53	55	3
340	112	58	16
341	89	50	11
342	100	43	18
343	3	13	20
344	28	53	17
345	20	12	19
346	30	31	6
347	26	32	18
348	1	38	8
349	56	24	18
350	13	29	20
351	0	18	3
352	41	42	4
353	46	2	8
354	43	30	14
355	94	43	10
356	63	52	18
357	109	3	20
358	14	30	5
359	75	31	10
360	77	48	16
361	57	35	18
362	40	20	17
363	63	43	16
364	51	43	16
365	30	43	1
366	11	50	6
367	77	54	10
368	13	6	9
369	65	6	8
370	104	51	6
371	61	20	1
372	116	24	4
373	37	44	4
374	101	37	20
375	94	54	8
376	97	48	11
377	80	52	2
378	39	39	9
379	67	45	13
380	97	39	19
381	23	48	1
382	28	33	19
383	1	37	20
384	109	0	11
385	4	19	18
386	113	17	1
387	14	43	17
388	1	41	6
389	57	44	16
390	76	24	15
391	16	26	20
392	55	26	6
393	21	44	15
394	41	5	10
395	12	11	17
396	118	50	18
397	7	48	10
398	30	58	3
399	109	27	8
400	69	26	14
401	14	42	14
402	35	40	19
403	37	42	16
404	90	32	17
405	21	49	5
406	107	27	6
407	84	14	4
408	92	3	12
409	110	35	5
410	56	32	17
411	116	39	10
412	14	43	3
413	79	17	4
414	12	1	4
415	73	59	18
416	116	25	2
417	74	43	16
418	81	32	2
419	19	34	12
420	97	34	5
421	58	60	5
422	41	13	1
423	101	45	12
424	47	16	20
425	74	53	18
426	72	51	3
427	8	57	19
428	72	1	9
429	84	0	7
430	1	25	11
431	76	41	16
432	80	31	15
433	79	38	5
434	22	41	14
435	118	14	10
436	27	6	6
437	97	48	11
438	111	33	9
439	101	24	2
440	27	58	15
441	66	48	16
442	94	30	3
443	34	51	14
444	87	7	9
445	85	23	14
446	101	35	20
447	101	8	14
448	8	46	17
449	116	1	2
450	112	27	15
451	93	41	17
452	90	43	8
453	50	45	20
454	79	35	6
455	40	29	4
456	100	19	16
457	59	59	16
458	108	25	18
459	76	37	16
460	49	40	6
461	59	59	20
462	61	15	13
463	76	2	19
464	32	59	6
465	12	41	15
466	14	29	20
467	6	29	5
468	85	27	2
469	30	60	11
470	33	30	16
471	93	54	11
472	92	3	13
473	36	27	15
474	109	0	11
475	68	49	1
476	117	18	18
477	117	3	14
478	110	12	14
479	103	31	15
480	3	1	1
481	43	12	2
482	75	48	11
483	8	25	3
484	104	55	8
485	20	52	9
486	7	43	3
487	75	48	15
488	105	10	10
489	51	13	7
490	53	34	13
491	39	54	4
492	100	13	9
493	85	49	12
494	72	46	4
495	93	0	9
496	69	17	15
497	14	0	13
498	87	46	14
499	41	58	5
500	57	36	4
501	18	10	9
502	110	39	19
503	120	4	10
504	58	56	16
505	1	15	15
506	48	51	11
507	76	1	1
508	111	53	12
509	52	37	4
510	4	43	15
511	31	15	6
512	25	25	10
513	2	1	18
514	60	30	15
515	2	47	17
516	90	44	16
517	89	2	10
518	105	35	6
519	2	31	17
520	14	4	6
521	43	49	8
522	99	41	7
523	42	52	3
524	77	11	9
525	66	29	6
526	102	43	16
527	12	11	1
528	52	58	13
529	100	46	2
530	74	37	7
531	33	5	17
532	57	23	6
533	73	11	6
534	53	32	4
535	23	24	9
536	105	2	5
537	107	17	12
538	13	12	13
539	88	39	11
540	20	11	10
541	117	38	16
542	17	9	7
543	18	12	11
544	0	51	11
545	54	31	7
546	62	1	13
547	114	6	10
548	87	52	1
549	56	51	11
550	23	33	17
551	66	6	15
552	105	21	4
553	120	59	19
554	63	47	14
555	41	2	1
556	120	14	14
557	40	1	11
558	55	40	14
559	95	8	15
560	51	10	15
561	27	25	5
562	57	1	8
563	77	23	2
564	103	41	20
565	3	28	17
566	106	11	6
567	32	52	11
568	9	54	3
569	52	25	6
570	36	7	3
571	14	12	14
572	102	17	16
573	76	31	15
574	75	8	12
575	9	1	11
576	84	40	5
577	1	5	10
578	114	30	17
579	59	42	17
580	42	35	9
581	57	41	5
582	21	6	7
583	97	18	10
584	106	10	6
585	111	35	15
586	62	32	10
587	111	18	16
588	87	57	3
589	46	5	6
590	24	53	2
591	10	32	14
592	34	27	10
593	1	41	17
594	110	42	8
595	72	5	10
596	71	22	3
597	64	43	2
598	52	2	12
599	75	14	12
600	96	43	19
601	61	39	8
602	74	12	4
603	57	44	19
604	117	43	14
605	56	18	17
606	35	33	10
607	49	4	9
608	98	1	11
609	55	52	5
610	10	20	19
611	5	60	8
612	40	32	8
613	103	5	10
614	82	58	3
615	83	18	12
616	96	46	11
617	93	51	13
618	33	54	13
619	66	49	2
620	116	45	8
621	88	32	12
622	23	43	20
623	108	48	1
624	101	24	10
625	114	19	14
626	6	34	3
627	2	32	3
628	12	58	3
629	31	53	14
630	43	35	11
631	114	42	9
632	4	58	18
633	31	33	11
634	40	11	18
635	118	38	15
636	110	14	14
